8.46261e-08,5.38913e-08,2.29069e-08
2.58045e-08,2.61962e-08,2.63536e-08
1.04377e-08,1.05151e-08,1.0593e-08
5.99988e-09,6.05217e-09,6.10334e-09
3.50462e-09,3.53833e-09,3.5725e-09
2.25616e-09,2.27982e-09,2.30305e-09
1.47324e-09,1.48938e-09,1.50589e-09
1.03409e-09,1.04604e-09,1.0577e-09
7.27005e-10,7.35494e-10,7.44294e-10
5.44765e-10,5.51428e-10,5.57854e-10
4.0384e-10,4.08706e-10,4.1383e-10
3.17722e-10,3.21756e-10,3.25587e-10
2.4499e-10,2.47983e-10,2.51195e-10
1.99966e-10,2.02577e-10,2.0501e-10
1.58906e-10,1.60854e-10,1.62992e-10
1.33429e-10,1.35213e-10,1.36836e-10
1.08569e-10,1.09896e-10,1.11389e-10
9.32189e-11,9.44914e-11,9.56199e-11
7.73066e-11,7.82436e-11,7.93289e-11
6.75762e-11,6.85173e-11,6.93276e-11
5.69216e-11,5.76031e-11,5.84183e-11
5.04909e-11,5.12082e-11,5.18056e-11
4.30872e-11,4.3595e-11,4.42245e-11
3.86867e-11,3.92474e-11,3.96976e-11
3.338e-11,3.3766e-11,3.42636e-11
3.02785e-11,3.07265e-11,3.1072e-11
2.63739e-11,2.66722e-11,2.70736e-11
2.4132e-11,2.44966e-11,2.47658e-11
2.11939e-11,2.14276e-11,2.17571e-11
1.95372e-11,1.98389e-11,2.00513e-11
1.72832e-11,1.74685e-11,1.77432e-11
1.60352e-11,1.62885e-11,1.64578e-11
1.42766e-11,1.44249e-11,1.4657e-11
1.33202e-11,1.35355e-11,1.36717e-11
1.19278e-11,1.20474e-11,1.22459e-11
1.11835e-11,1.13686e-11,1.1479e-11
1.00665e-11,1.01636e-11,1.03351e-11
9.47927e-12,9.64007e-12,9.72997e-12
8.57284e-12,8.65201e-12,8.80172e-12
8.1036e-12,8.24455e-12,8.31811e-12
7.3604e-12,7.42519e-12,7.55699e-12
6.98111e-12,7.10569e-12,7.16606e-12
6.3661e-12,6.41924e-12,6.53619e-12
6.05624e-12,6.16718e-12,6.2168e-12
5.54307e-12,5.58668e-12,5.6912e-12
5.2874e-12,5.38687e-12,5.42768e-12
4.85599e-12,4.89176e-12,4.98578e-12
4.64308e-12,4.73282e-12,4.76634e-12
4.27794e-12,4.30721e-12,4.39229e-12
4.09909e-12,4.18052e-12,4.20797e-12
