4.33635e-08,-1.20365e-09,1.25973e-08,-1.20933e-09
-1.50898e-09,1.44909e-08,-1.50366e-09,1.46429e-08
7.52098e-09,-2.34645e-09,7.61016e-09,-2.35821e-09
-2.09722e-09,5.10238e-09,-2.11325e-09,5.16952e-09
4.01072e-09,-2.28366e-09,4.06192e-09,-2.30099e-09
-1.9153e-09,3.05168e-09,-1.93408e-09,3.09367e-09
2.67721e-09,-1.95761e-09,2.71191e-09,-1.97602e-09
-1.63082e-09,2.15644e-09,-1.64907e-09,2.18638e-09
1.99984e-09,-1.64905e-09,2.02579e-09,-1.66637e-09
-1.38387e-09,1.66426e-09,-1.40052e-09,1.68738e-09
1.59459e-09,-1.4028e-09,1.61525e-09,-1.41847e-09
-1.18865e-09,1.35476e-09,-1.20357e-09,1.37357e-09
1.32577e-09,-1.2117e-09,1.34291e-09,-1.22574e-09
-1.03597e-09,1.14248e-09,-1.04932e-09,1.15833e-09
1.13457e-09,-1.06233e-09,1.14922e-09,-1.07494e-09
-9.1527e-10,9.87877e-10,-9.2727e-10,1.00156e-09
9.91643e-10,-9.43661e-10,1.00443e-09,-9.55039e-10
-8.18284e-10,8.70242e-10,-8.29142e-10,8.82287e-10
8.80748e-10,-8.47696e-10,8.92093e-10,-8.58031e-10
-7.39046e-10,7.77717e-10,-7.48937e-10,7.88474e-10
