-1.24079e-09,4.3707e-08,-1.20933e-09,1.27283e-08
1.43416e-08,-1.51903e-09,1.4728e-08,-1.51371e-09
-2.34584e-09,7.609e-09,-2.35758e-09,7.69858e-09
5.10791e-09,-2.1132e-09,5.17624e-09,-2.12918e-09
-2.28406e-09,4.06161e-09,-2.30155e-09,4.11312e-09
3.05377e-09,-1.934e-09,3.09622e-09,-1.95276e-09
-1.95812e-09,2.71176e-09,-1.97669e-09,2.74669e-09
2.15747e-09,-1.649e-09,2.18768e-09,-1.66729e-09
-1.64948e-09,2.02569e-09,-1.66693e-09,2.05181e-09
1.66484e-09,-1.40046e-09,1.68815e-09,-1.41716e-09
-1.40312e-09,1.61517e-09,-1.41891e-09,1.63596e-09
1.35513e-09,-1.20351e-09,1.37408e-09,-1.21849e-09
-1.21193e-09,1.34285e-09,-1.22608e-09,1.36011e-09
1.14273e-09,-1.04927e-09,1.15869e-09,-1.06268e-09
-1.06251e-09,1.14917e-09,-1.0752e-09,1.16391e-09
9.8805e-10,-9.27228e-10,1.00183e-09,-9.39289e-10
-9.43795e-10,1.00438e-09,-9.55253e-10,1.01725e-09
8.70366e-10,-8.29105e-10,8.82497e-10,-8.40021e-10
-8.47799e-10,8.92054e-10,-8.58207e-10,9.03474e-10
7.77809e-10,-7.48904e-10,7.88641e-10,-7.58851e-10
